"statistic_yyy","site_id","village","household_ordinary_total","household_business_total","household_single_total","household_ordinary_m","household_business_m","household_single_m","household_ordinary_f","household_business_f","household_single_f"
"統計年","區域別","村里名稱","共同生活戶_戶數","共同事業戶_戶數","單獨生活戶_戶數","共同生活戶_男","共同事業戶_男","單獨生活戶_男","共同生活戶_女","共同事業戶_女","單獨生活戶_女"
"105","新北市雙溪區","上林里","166","0","139","311","0","88","258","0","51"
"105","新北市雙溪區","外柑里","105","0","117","192","0","78","149","0","39"
"105","新北市雙溪區","長源里","95","0","94","164","0","53","129","0","41"
"105","新北市雙溪區","泰平里","243","0","151","480","0","95","488","0","56"
"105","新北市貢寮區","貢寮里","241","0","153","416","0","89","433","0","64"
"105","新北市貢寮區","吉林里","109","0","125","220","0","94","159","0","31"
"105","新北市貢寮區","雙玉里","201","0","112","358","0","82","326","0","30"
"105","新北市貢寮區","龍崗里","106","0","85","204","0","61","172","0","24"
"105","新北市貢寮區","龍門里","184","0","70","341","0","41","345","0","29"
"105","新北市貢寮區","福隆里","430","0","228","820","0","120","881","0","108"
"105","新北市貢寮區","仁里里","465","0","209","885","0","118","877","0","91"
"105","新北市貢寮區","真理里","521","0","205","1023","0","113","1108","0","92"
